0, 0, 0, 0, 0, 2.09122021421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1.81582167997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 3.08306046696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1.11953150035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89036613851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2.09122021421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09122021421, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1.81582167997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81582167997, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 3.08306046696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08306046696, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1.11953150035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11953150035, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1.89036613851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89036613851, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 2.09122021421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09122021421, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1.81582167997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81582167997, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 3.08306046696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08306046696, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1.11953150035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11953150035, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89036613851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89036613851
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09122021421, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81582167997, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08306046696, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11953150035, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89036613851, 0, 0, 0, 0, 0
